HAX54_000001-T1	IPR018545
HAX54_009671-T1	IPR008479
HAX54_009672-T1	IPR004827
HAX54_009672-T1	IPR012900
HAX54_009674-T1	IPR002744
HAX54_009676-T1	IPR008570
HAX54_009678-T1	IPR006204
HAX54_009678-T1	IPR013750
HAX54_009678-T1	IPR016005
HAX54_009679-T1	IPR002885
HAX54_009679-T1	IPR032867
HAX54_009680-T1	IPR001019
HAX54_009681-T1	IPR013210
HAX54_009684-T1	IPR004813
HAX54_009685-T1	IPR005691
HAX54_009686-T1	IPR001373
HAX54_009686-T1	IPR016158
HAX54_009686-T1	IPR019559
HAX54_009687-T1	IPR001680
HAX54_009687-T1	IPR017986
HAX54_009688-T1	IPR019498
HAX54_009690-T1	IPR000008
HAX54_009690-T1	IPR000909
HAX54_009690-T1	IPR001192
HAX54_009690-T1	IPR001711
HAX54_009690-T1	IPR015359
HAX54_009691-T1	IPR004861
HAX54_009691-T1	IPR020428
HAX54_009692-T1	IPR001781
HAX54_009693-T1	IPR004853
HAX54_009694-T1	IPR001780
HAX54_009695-T1	IPR013057
HAX54_009696-T1	IPR013057
HAX54_009697-T1	IPR013699
HAX54_009697-T1	IPR031545
HAX54_009704-T1	IPR003347
HAX54_009704-T1	IPR003349
HAX54_009704-T1	IPR004198
HAX54_009705-T1	IPR001005
HAX54_009705-T1	IPR006447
HAX54_009708-T1	IPR004170
HAX54_009711-T1	IPR002893
HAX54_009711-T1	IPR007320
HAX54_009712-T1	IPR016040
HAX54_009713-T1	IPR000245
HAX54_009713-T1	IPR002379
HAX54_009714-T1	IPR005123
HAX54_009716-T1	IPR002129
HAX54_009724-T1	IPR006460
HAX54_009725-T1	IPR002182
HAX54_009726-T1	IPR002182
HAX54_009727-T1	IPR006460
HAX54_009729-T1	IPR002156
HAX54_009730-T1	IPR024585
HAX54_009731-T1	IPR000403
HAX54_009731-T1	IPR003151
HAX54_009731-T1	IPR009076
HAX54_009731-T1	IPR014009
HAX54_009732-T1	IPR000403
HAX54_009734-T1	IPR024585
HAX54_009736-T1	IPR003151
HAX54_009736-T1	IPR009076
HAX54_009736-T1	IPR014009
HAX54_009737-T1	IPR000403
HAX54_009737-T1	IPR003152
HAX54_009738-T1	IPR001697
HAX54_009738-T1	IPR015793
HAX54_009738-T1	IPR015795
HAX54_009740-T1	IPR013057
HAX54_009741-T1	IPR001153
HAX54_009743-T1	IPR005174
HAX54_009745-T1	IPR006700
HAX54_009748-T1	IPR006043
HAX54_009765-T1	IPR001000
HAX54_009768-T1	IPR001126
HAX54_009769-T1	IPR041298
HAX54_009773-T1	IPR007197
HAX54_009773-T1	IPR027492
HAX54_009774-T1	IPR003480
HAX54_009777-T1	IPR010341
HAX54_009778-T1	IPR003137
HAX54_009778-T1	IPR026823
HAX54_009779-T1	IPR011598
HAX54_009780-T1	IPR001841
HAX54_009781-T1	IPR002524
HAX54_009783-T1	IPR001878
HAX54_009784-T1	IPR041672
HAX54_009785-T1	IPR004345
HAX54_009786-T1	IPR001611
HAX54_009787-T1	IPR004412
HAX54_009787-T1	IPR023631
HAX54_009789-T1	IPR000195
HAX54_009790-T1	IPR000347
HAX54_009791-T1	IPR000717
HAX54_009791-T1	IPR008905
HAX54_009792-T1	IPR000960
HAX54_009792-T1	IPR020946
HAX54_009804-T1	IPR002068
HAX54_009805-T1	IPR018119
HAX54_009806-T1	IPR025846
HAX54_009806-T1	IPR026057
HAX54_009808-T1	IPR004963
HAX54_009809-T1	IPR006734
HAX54_009815-T1	IPR003851
HAX54_009816-T1	IPR004827
HAX54_009817-T1	IPR006634
HAX54_009819-T1	IPR000182
HAX54_009819-T1	IPR007807
HAX54_009819-T1	IPR013562
HAX54_009819-T1	IPR027992
HAX54_009820-T1	IPR001841
HAX54_009820-T1	IPR027370
HAX54_009827-T1	IPR011598
HAX54_009827-T1	IPR025610
HAX54_009834-T1	IPR001077
HAX54_009834-T1	IPR012967
HAX54_009834-T1	IPR016461
HAX54_009835-T1	IPR040911
HAX54_009836-T1	IPR003441
HAX54_009837-T1	IPR013026
HAX54_009837-T1	IPR019734
HAX54_009842-T1	IPR001841
HAX54_009842-T1	IPR013010
HAX54_009842-T1	IPR018121
HAX54_009843-T1	IPR000089
HAX54_009843-T1	IPR001078
HAX54_009843-T1	IPR004167
HAX54_009845-T1	IPR025926
HAX54_009846-T1	IPR025926
HAX54_009847-T1	IPR001478
HAX54_009850-T1	IPR000565
HAX54_009850-T1	IPR002288
HAX54_009850-T1	IPR006171
HAX54_009854-T1	IPR001041
HAX54_009854-T1	IPR001055
HAX54_009856-T1	IPR002155
HAX54_009856-T1	IPR020616
HAX54_009856-T1	IPR020617
HAX54_009857-T1	IPR003439
HAX54_009857-T1	IPR013525
HAX54_009857-T1	IPR013581
HAX54_009857-T1	IPR029481
HAX54_009860-T1	IPR032631
HAX54_009861-T1	IPR032630
HAX54_009865-T1	IPR016040
HAX54_009866-T1	IPR039924
HAX54_009867-T1	IPR039924
HAX54_009868-T1	IPR004993
HAX54_009871-T1	IPR003772
HAX54_009872-T1	IPR002925
HAX54_009877-T1	IPR002139
HAX54_009877-T1	IPR011611
HAX54_009879-T1	IPR000597
HAX54_009879-T1	IPR019927
HAX54_009880-T1	IPR000182
HAX54_009880-T1	IPR019467
HAX54_009881-T1	IPR005326
HAX54_009883-T1	IPR001810
HAX54_009886-T1	IPR003480
HAX54_009887-T1	IPR001650
HAX54_009887-T1	IPR001878
HAX54_009887-T1	IPR011545
HAX54_009887-T1	IPR012562
HAX54_009887-T1	IPR014001
HAX54_009887-T1	IPR014014
HAX54_009888-T1	IPR001375
HAX54_009888-T1	IPR002470
HAX54_009888-T1	IPR023302
HAX54_009891-T1	IPR004864
HAX54_009895-T1	IPR017451
HAX54_009896-T1	IPR000866
HAX54_009896-T1	IPR013766
HAX54_009896-T1	IPR019479
HAX54_009897-T1	IPR004345
HAX54_009898-T1	IPR006458
HAX54_009899-T1	IPR006458
HAX54_009900-T1	IPR008278
HAX54_009901-T1	IPR000608
HAX54_009904-T1	IPR006571
HAX54_009905-T1	IPR001210
HAX54_009906-T1	IPR002347
HAX54_009907-T1	IPR002347
HAX54_009910-T1	IPR006569
HAX54_009911-T1	IPR004314
HAX54_009911-T1	IPR025521
HAX54_009922-T1	IPR013750
HAX54_009922-T1	IPR019539
HAX54_009923-T1	IPR006689
HAX54_009924-T1	IPR006689
HAX54_009926-T1	IPR004895
HAX54_009928-T1	IPR006652
HAX54_009930-T1	IPR001471
HAX54_009931-T1	IPR001932
HAX54_009932-T1	IPR006702
HAX54_009933-T1	IPR001611
HAX54_009934-T1	IPR013026
HAX54_009934-T1	IPR019734
HAX54_009935-T1	IPR001478
HAX54_009935-T1	IPR001940
HAX54_009936-T1	IPR001765
HAX54_009937-T1	IPR012442
HAX54_009938-T1	IPR001757
HAX54_009938-T1	IPR006539
HAX54_009938-T1	IPR032630
HAX54_009939-T1	IPR028923
HAX54_009941-T1	IPR004045
HAX54_009941-T1	IPR004046
HAX54_009941-T1	IPR010987
HAX54_009942-T1	IPR001789
HAX54_009944-T1	IPR002136
HAX54_009944-T1	IPR025755
HAX54_009945-T1	IPR000209
HAX54_009945-T1	IPR015500
HAX54_009947-T1	IPR006032
HAX54_009950-T1	IPR001623
HAX54_009951-T1	IPR000048
HAX54_009952-T1	IPR006779
HAX54_009954-T1	IPR001841
HAX54_009955-T1	IPR000864
HAX54_009956-T1	IPR000864
HAX54_009957-T1	IPR000864
HAX54_009958-T1	IPR000864
HAX54_009959-T1	IPR005123
HAX54_009960-T1	IPR000864
HAX54_009962-T1	IPR006702
HAX54_009963-T1	IPR007608
HAX54_009970-T1	IPR001698
HAX54_009971-T1	IPR007052
HAX54_009972-T1	IPR003441
HAX54_009974-T1	IPR000552
HAX54_009977-T1	IPR000312
HAX54_009977-T1	IPR005940
HAX54_009977-T1	IPR017459
HAX54_009981-T1	IPR002182
HAX54_009981-T1	IPR041118
HAX54_009982-T1	IPR002182
HAX54_009983-T1	IPR001471
HAX54_009984-T1	IPR001471
HAX54_009985-T1	IPR020864
HAX54_009986-T1	IPR006867
HAX54_009986-T1	IPR006868
HAX54_009987-T1	IPR002655
HAX54_009987-T1	IPR006091
HAX54_009987-T1	IPR009075
HAX54_009989-T1	IPR040911
HAX54_009990-T1	IPR000719
HAX54_009990-T1	IPR000858
HAX54_009990-T1	IPR001480
HAX54_009991-T1	IPR001087
HAX54_009992-T1	IPR003690
HAX54_009994-T1	IPR004367
HAX54_009994-T1	IPR006671
HAX54_009997-T1	IPR005645
HAX54_009998-T1	IPR002213
HAX54_010003-T1	IPR001806
HAX54_010003-T1	IPR005225
HAX54_010005-T1	IPR000719
HAX54_010008-T1	IPR003480
HAX54_010009-T1	IPR003441
HAX54_010010-T1	IPR001841
HAX54_010011-T1	IPR011598
HAX54_010012-T1	IPR000719
HAX54_010013-T1	IPR000209
HAX54_010013-T1	IPR010259
HAX54_010013-T1	IPR015500
HAX54_010013-T1	IPR041469
HAX54_010014-T1	IPR000209
HAX54_010014-T1	IPR015500
HAX54_010014-T1	IPR041469
HAX54_010015-T1	IPR004864
HAX54_010016-T1	IPR000164
HAX54_010016-T1	IPR007125
HAX54_010017-T1	IPR001841
HAX54_010018-T1	IPR017986
HAX54_010025-T1	IPR025852
HAX54_010027-T1	IPR002123
HAX54_010032-T1	IPR003323
HAX54_010033-T1	IPR000719
HAX54_010033-T1	IPR002048
HAX54_010034-T1	IPR002885
HAX54_010037-T1	IPR000573
HAX54_010037-T1	IPR001030
HAX54_010037-T1	IPR006249
HAX54_010038-T1	IPR001509
HAX54_010039-T1	IPR000210
HAX54_010039-T1	IPR027356
HAX54_010040-T1	IPR021825
HAX54_010041-T1	IPR002553
HAX54_010041-T1	IPR003164
HAX54_010041-T1	IPR008152
HAX54_010042-T1	IPR018501
HAX54_010042-T1	IPR019787
HAX54_010042-T1	IPR028942
HAX54_010043-T1	IPR000330
HAX54_010043-T1	IPR014001
HAX54_010043-T1	IPR014905
HAX54_010044-T1	IPR000330
HAX54_010044-T1	IPR001650
HAX54_010044-T1	IPR001841
HAX54_010044-T1	IPR018957
HAX54_010046-T1	IPR013057
HAX54_010047-T1	IPR003613
HAX54_010048-T1	IPR000571
HAX54_010048-T1	IPR009145
HAX54_010049-T1	IPR000225
HAX54_010049-T1	IPR021133
HAX54_010052-T1	IPR003409
HAX54_010054-T1	IPR025423
HAX54_010055-T1	IPR006869
HAX54_010055-T1	IPR025757
HAX54_010058-T1	IPR002182
HAX54_010059-T1	IPR005033
HAX54_010060-T1	IPR001480
HAX54_010062-T1	IPR013057
HAX54_010067-T1	IPR000726
HAX54_010069-T1	IPR002500
HAX54_010069-T1	IPR004508
HAX54_010069-T1	IPR013766
HAX54_010070-T1	IPR041266
HAX54_010082-T1	IPR003663
HAX54_010082-T1	IPR005828
HAX54_010082-T1	IPR020846
HAX54_010083-T1	IPR021410
HAX54_010085-T1	IPR005135
HAX54_010088-T1	IPR025131
HAX54_010089-T1	IPR001464
HAX54_010089-T1	IPR009118
HAX54_010089-T1	IPR018502
HAX54_010091-T1	IPR005516
HAX54_010099-T1	IPR017956
HAX54_010101-T1	IPR000626
HAX54_010102-T1	IPR001932
HAX54_010103-T1	IPR005299
HAX54_010104-T1	IPR005299
HAX54_010105-T1	IPR002100
HAX54_010106-T1	IPR001732
HAX54_010106-T1	IPR014026
HAX54_010106-T1	IPR014027
HAX54_010106-T1	IPR017476
HAX54_010107-T1	IPR001087
HAX54_010117-T1	IPR002100
HAX54_010122-T1	IPR032872
HAX54_010128-T1	IPR001128
HAX54_010128-T1	IPR002401
HAX54_010129-T1	IPR012961
HAX54_010130-T1	IPR001214
HAX54_010132-T1	IPR001214
HAX54_010132-T1	IPR025778
HAX54_010132-T1	IPR026489
HAX54_010132-T1	IPR041355
HAX54_010134-T1	IPR008587
HAX54_010135-T1	IPR001471
HAX54_010142-T1	IPR000218
HAX54_010142-T1	IPR022666
HAX54_010150-T1	IPR000640
HAX54_010150-T1	IPR000795
HAX54_010150-T1	IPR004161
HAX54_010150-T1	IPR005225
HAX54_010151-T1	IPR007608
HAX54_010152-T1	IPR002100
HAX54_010153-T1	IPR001878
HAX54_010156-T1	IPR000070
HAX54_010156-T1	IPR006501
HAX54_010160-T1	IPR003653
HAX54_010164-T1	IPR006153
HAX54_010165-T1	IPR003148
HAX54_010165-T1	IPR006153
HAX54_010168-T1	IPR001765
HAX54_010169-T1	IPR007828
HAX54_010170-T1	IPR001296
HAX54_010172-T1	IPR002014
HAX54_010172-T1	IPR004152
HAX54_010173-T1	IPR002885
HAX54_010174-T1	IPR001594
HAX54_010176-T1	IPR002942
HAX54_010178-T1	IPR000056
HAX54_010179-T1	IPR006476
HAX54_010180-T1	IPR000306
HAX54_010180-T1	IPR000408
HAX54_010180-T1	IPR001849
HAX54_010180-T1	IPR013591
HAX54_010180-T1	IPR017455
HAX54_010180-T1	IPR027988
HAX54_010181-T1	IPR004345
HAX54_010183-T1	IPR002182
HAX54_010183-T1	IPR021929
HAX54_010184-T1	IPR001841
HAX54_010184-T1	IPR024766
HAX54_010188-T1	IPR001841
HAX54_010190-T1	IPR003808
HAX54_010191-T1	IPR003808
HAX54_010192-T1	IPR004360
HAX54_010192-T1	IPR037523
HAX54_010193-T1	IPR003613
HAX54_010194-T1	IPR000719
HAX54_010196-T1	IPR001906
HAX54_010196-T1	IPR005630
HAX54_010197-T1	IPR005630
HAX54_010198-T1	IPR002182
HAX54_010200-T1	IPR002182
HAX54_010209-T1	IPR006977
HAX54_010210-T1	IPR018108
HAX54_010214-T1	IPR003657
HAX54_010215-T1	IPR000218
HAX54_010217-T1	IPR003690
HAX54_010221-T1	IPR022796
HAX54_010223-T1	IPR001041
HAX54_010228-T1	IPR004316
HAX54_010231-T1	IPR003441
HAX54_010234-T1	IPR001296
HAX54_010235-T1	IPR020966
HAX54_010237-T1	IPR002569
HAX54_010239-T1	IPR008581
HAX54_010243-T1	IPR000209
HAX54_010243-T1	IPR003137
HAX54_010243-T1	IPR010259
HAX54_010243-T1	IPR015500
HAX54_010243-T1	IPR041469
HAX54_010245-T1	IPR011598
HAX54_010246-T1	IPR011598
HAX54_010247-T1	IPR000719
HAX54_010247-T1	IPR001245
HAX54_010248-T1	IPR004316
HAX54_010249-T1	IPR002495
HAX54_010250-T1	IPR008479
HAX54_010251-T1	IPR010530
HAX54_010252-T1	IPR003316
HAX54_010253-T1	IPR001680
HAX54_010253-T1	IPR017986
HAX54_010253-T1	IPR020472
HAX54_010254-T1	IPR000602
HAX54_010254-T1	IPR011682
HAX54_010254-T1	IPR015341
HAX54_010259-T1	IPR005818
HAX54_010259-T1	IPR017956
HAX54_010262-T1	IPR001810
HAX54_010265-T1	IPR001938
HAX54_010266-T1	IPR001611
HAX54_010266-T1	IPR013210
HAX54_010274-T1	IPR011701
HAX54_010274-T1	IPR020846
HAX54_010275-T1	IPR000757
HAX54_010275-T1	IPR010713
HAX54_010276-T1	IPR027923
HAX54_010277-T1	IPR027923
HAX54_010279-T1	IPR000048
HAX54_010279-T1	IPR003103
HAX54_010282-T1	IPR003337
HAX54_010282-T1	IPR006379
HAX54_010283-T1	IPR013148
HAX54_010283-T1	IPR013189
HAX54_010283-T1	IPR021792
HAX54_010285-T1	IPR000490
HAX54_010285-T1	IPR012946
HAX54_010286-T1	IPR011417
HAX54_010286-T1	IPR013809
HAX54_010292-T1	IPR028107
HAX54_010293-T1	IPR002067
HAX54_010293-T1	IPR018108
HAX54_010294-T1	IPR006569
HAX54_010296-T1	IPR017877
HAX54_010297-T1	IPR001471
HAX54_010297-T1	IPR004159
HAX54_010303-T1	IPR001810
HAX54_010303-T1	IPR006652
HAX54_010311-T1	IPR001750
HAX54_010311-T1	IPR002325
HAX54_010311-T1	IPR024094
HAX54_010314-T1	IPR000894
HAX54_010314-T1	IPR024681
HAX54_010315-T1	IPR001202
HAX54_010321-T1	IPR009606
HAX54_010322-T1	IPR021929
HAX54_010323-T1	IPR000717
HAX54_010326-T1	IPR000916
HAX54_010327-T1	IPR000916
HAX54_010330-T1	IPR002495
HAX54_010332-T1	IPR000626
HAX54_010332-T1	IPR027799
HAX54_010334-T1	IPR007854
HAX54_010338-T1	IPR000566
HAX54_010338-T1	IPR002446
HAX54_010339-T1	IPR001388
HAX54_010339-T1	IPR010908
HAX54_010339-T1	IPR042855
HAX54_010340-T1	IPR008758
HAX54_010341-T1	IPR010471
HAX54_010342-T1	IPR002885
HAX54_010343-T1	IPR000719
HAX54_010344-T1	IPR000719
HAX54_010344-T1	IPR001245
HAX54_010345-T1	IPR000424
HAX54_010345-T1	IPR011344
HAX54_010347-T1	IPR002347
HAX54_010349-T1	IPR002048
HAX54_010355-T1	IPR000528
HAX54_010355-T1	IPR016140
HAX54_010356-T1	IPR006694
HAX54_010358-T1	IPR001680
HAX54_010358-T1	IPR017986
HAX54_010362-T1	IPR000195
HAX54_010363-T1	IPR014030
HAX54_010363-T1	IPR014031
HAX54_010363-T1	IPR017568
HAX54_010365-T1	IPR004861
HAX54_010365-T1	IPR020428
HAX54_010373-T1	IPR003653
HAX54_010374-T1	IPR001096
HAX54_010376-T1	IPR002048
HAX54_010376-T1	IPR013112
HAX54_010376-T1	IPR013121
HAX54_010376-T1	IPR013130
HAX54_010376-T1	IPR013623
HAX54_010376-T1	IPR017927
HAX54_010381-T1	IPR033756
HAX54_010382-T1	IPR001680
HAX54_010382-T1	IPR017986
HAX54_010387-T1	IPR004993
HAX54_010388-T1	IPR000164
HAX54_010388-T1	IPR007125
HAX54_010391-T1	IPR021099
HAX54_010393-T1	IPR002885
HAX54_010393-T1	IPR032867
HAX54_010394-T1	IPR019587
HAX54_010395-T1	IPR001650
HAX54_010395-T1	IPR007502
HAX54_010395-T1	IPR011545
HAX54_010395-T1	IPR011709
HAX54_010395-T1	IPR014001
HAX54_010396-T1	IPR002921
HAX54_010397-T1	IPR002934
HAX54_010398-T1	IPR001650
HAX54_010398-T1	IPR011545
HAX54_010398-T1	IPR014001
HAX54_010398-T1	IPR014014
HAX54_010399-T1	IPR005821
HAX54_010400-T1	IPR000194
HAX54_010405-T1	IPR001000
HAX54_010409-T1	IPR019404
HAX54_010410-T1	IPR026057
HAX54_010411-T1	IPR001962
HAX54_010411-T1	IPR017932
HAX54_010413-T1	IPR001675
HAX54_010416-T1	IPR000073
HAX54_010417-T1	IPR004827
HAX54_010417-T1	IPR025422
HAX54_010418-T1	IPR012474
HAX54_010419-T1	IPR001087
HAX54_010420-T1	IPR021013
HAX54_010421-T1	IPR001841
HAX54_010422-T1	IPR000504
HAX54_010424-T1	IPR011016
HAX54_010427-T1	IPR002912
HAX54_010427-T1	IPR006140
HAX54_010429-T1	IPR002347
HAX54_010436-T1	IPR007877
HAX54_010438-T1	IPR002130
HAX54_010439-T1	IPR040781
HAX54_010439-T1	IPR040858
HAX54_010439-T1	IPR041358
HAX54_010440-T1	IPR012923
HAX54_010443-T1	IPR000717
HAX54_010443-T1	IPR019382
HAX54_010444-T1	IPR000796
HAX54_010444-T1	IPR004839
HAX54_010444-T1	IPR018028
HAX54_010451-T1	IPR000182
HAX54_010453-T1	IPR002129
HAX54_010454-T1	IPR000182
HAX54_010455-T1	IPR002129
HAX54_010456-T1	IPR002129
HAX54_010457-T1	IPR006843
HAX54_010459-T1	IPR005202
HAX54_010461-T1	IPR005516
HAX54_010464-T1	IPR003653
HAX54_010468-T1	IPR000047
HAX54_010468-T1	IPR001356
HAX54_010468-T1	IPR003106
HAX54_010469-T1	IPR001478
HAX54_010469-T1	IPR040815
HAX54_010470-T1	IPR003657
HAX54_010473-T1	IPR000897
HAX54_010473-T1	IPR007222
HAX54_010473-T1	IPR013822
HAX54_010474-T1	IPR003121
HAX54_010474-T1	IPR014876
HAX54_010475-T1	IPR001117
HAX54_010475-T1	IPR011706
HAX54_010475-T1	IPR011707
HAX54_010479-T1	IPR013766
HAX54_010480-T1	IPR001841
HAX54_010480-T1	IPR003137
HAX54_010482-T1	IPR004839
HAX54_010483-T1	IPR014848
HAX54_010501-T1	IPR016482
HAX54_010503-T1	IPR013087
HAX54_010505-T1	IPR000823
HAX54_010505-T1	IPR002016
HAX54_010506-T1	IPR003406
HAX54_010507-T1	IPR002885
HAX54_010512-T1	IPR003439
HAX54_010512-T1	IPR032781
HAX54_010514-T1	IPR004095
HAX54_010514-T1	IPR005225
HAX54_010514-T1	IPR006073
HAX54_010514-T1	IPR031167
HAX54_010514-T1	IPR031662
HAX54_010516-T1	IPR000340
HAX54_010516-T1	IPR000387
HAX54_010516-T1	IPR020422
HAX54_010519-T1	IPR013187
HAX54_010519-T1	IPR017451
HAX54_010522-T1	IPR000719
HAX54_010527-T1	IPR005097
HAX54_010527-T1	IPR007545
HAX54_010527-T1	IPR007886
HAX54_010527-T1	IPR032095
HAX54_010529-T1	IPR001891
HAX54_010529-T1	IPR012301
HAX54_010529-T1	IPR012302
HAX54_010530-T1	IPR012302
HAX54_010531-T1	IPR002885
HAX54_010532-T1	IPR006439
HAX54_010532-T1	IPR041492
HAX54_010533-T1	IPR002182
HAX54_010534-T1	IPR002182
HAX54_010537-T1	IPR001611
HAX54_010537-T1	IPR001810
HAX54_010539-T1	IPR007275
HAX54_010540-T1	IPR001611
HAX54_010540-T1	IPR001810
HAX54_010541-T1	IPR004331
HAX54_010541-T1	IPR004342
HAX54_010541-T1	IPR007853
HAX54_010543-T1	IPR002125
HAX54_010544-T1	IPR001757
HAX54_010544-T1	IPR032630
HAX54_010547-T1	IPR000719
HAX54_010547-T1	IPR001245
HAX54_010550-T1	IPR006674
HAX54_010553-T1	IPR005175
HAX54_010555-T1	IPR001611
HAX54_010563-T1	IPR027450
HAX54_010573-T1	IPR000719
HAX54_010573-T1	IPR001245
HAX54_010574-T1	IPR007275
HAX54_010575-T1	IPR025558
HAX54_010578-T1	IPR002885
HAX54_010579-T1	IPR005576
HAX54_010579-T1	IPR013238
HAX54_010580-T1	IPR000504
HAX54_010581-T1	IPR003439
HAX54_010581-T1	IPR013525
HAX54_010582-T1	IPR000719
HAX54_010583-T1	IPR002818
HAX54_010585-T1	IPR019787
HAX54_010588-T1	IPR002659
HAX54_010589-T1	IPR013026
HAX54_010589-T1	IPR019734
HAX54_010590-T1	IPR000608
HAX54_010593-T1	IPR005599
HAX54_010594-T1	IPR021135
HAX54_010597-T1	IPR001128
HAX54_010597-T1	IPR002401
HAX54_010599-T1	IPR001480
HAX54_010600-T1	IPR001480
HAX54_010601-T1	IPR006936
HAX54_010602-T1	IPR021102
HAX54_010603-T1	IPR032839
HAX54_010605-T1	IPR001510
HAX54_010605-T1	IPR006549
HAX54_010605-T1	IPR006551
HAX54_010605-T1	IPR013954
HAX54_010607-T1	IPR000007
HAX54_010607-T1	IPR001810
HAX54_010608-T1	IPR025422
HAX54_010610-T1	IPR002933
HAX54_010612-T1	IPR004696
HAX54_010612-T1	IPR004853
HAX54_010613-T1	IPR000308
HAX54_010613-T1	IPR023410
HAX54_010615-T1	IPR004159
HAX54_010616-T1	IPR001360
HAX54_010618-T1	IPR002913
HAX54_010620-T1	IPR013087
HAX54_010631-T1	IPR026000
HAX54_010632-T1	IPR026000
HAX54_010651-T1	IPR003822
HAX54_010652-T1	IPR003822
HAX54_010654-T1	IPR001163
HAX54_010666-T1	IPR007276
HAX54_010667-T1	IPR007276
HAX54_010668-T1	IPR001461
HAX54_010668-T1	IPR032799
HAX54_010668-T1	IPR032861
HAX54_010668-T1	IPR033121
HAX54_010669-T1	IPR012580
HAX54_010670-T1	IPR000823
HAX54_010670-T1	IPR002016
HAX54_010676-T1	IPR025886
HAX54_010682-T1	IPR006153
HAX54_010685-T1	IPR021924
HAX54_010686-T1	IPR001465
HAX54_010689-T1	IPR017956
HAX54_010691-T1	IPR003959
HAX54_010691-T1	IPR005937
HAX54_010691-T1	IPR032501
HAX54_010691-T1	IPR041569
HAX54_010692-T1	IPR000225
HAX54_010692-T1	IPR032413
HAX54_010693-T1	IPR002652
HAX54_010694-T1	IPR000965
HAX54_010694-T1	IPR001048
HAX54_010694-T1	IPR001057
HAX54_010694-T1	IPR005715
HAX54_010694-T1	IPR005766
HAX54_010694-T1	IPR015590
HAX54_010697-T1	IPR001806
HAX54_010697-T1	IPR005225
HAX54_010699-T1	IPR023210
HAX54_010700-T1	IPR011598
HAX54_010701-T1	IPR003034
HAX54_010701-T1	IPR019787
HAX54_010703-T1	IPR001353
HAX54_010703-T1	IPR023333
HAX54_010704-T1	IPR002429
HAX54_010704-T1	IPR019557
HAX54_010708-T1	IPR019557
HAX54_010711-T1	IPR020683
HAX54_010711-T1	IPR026961
HAX54_010713-T1	IPR003855
HAX54_010714-T1	IPR003855
HAX54_010715-T1	IPR000270
HAX54_010715-T1	IPR000719
HAX54_010715-T1	IPR001245
HAX54_010716-T1	IPR000330
HAX54_010716-T1	IPR000953
HAX54_010716-T1	IPR001650
HAX54_010716-T1	IPR009463
HAX54_010716-T1	IPR014001
HAX54_010716-T1	IPR019787
HAX54_010716-T1	IPR023780
HAX54_010718-T1	IPR011417
HAX54_010718-T1	IPR013809
HAX54_010725-T1	IPR007656
HAX54_010727-T1	IPR008686
HAX54_010729-T1	IPR017451
HAX54_010730-T1	IPR002942
HAX54_010730-T1	IPR006145
HAX54_010731-T1	IPR001611
HAX54_010731-T1	IPR001810
HAX54_010732-T1	IPR000719
HAX54_010732-T1	IPR004041
HAX54_010732-T1	IPR018451
HAX54_010733-T1	IPR006780
HAX54_010738-T1	IPR021935
HAX54_010739-T1	IPR003892
HAX54_010740-T1	IPR002048
HAX54_010742-T1	IPR001611
HAX54_010743-T1	IPR004254
HAX54_010744-T1	IPR000209
HAX54_010746-T1	IPR004159
HAX54_010747-T1	IPR011016
HAX54_010747-T1	IPR022143
HAX54_010752-T1	IPR001214
HAX54_010752-T1	IPR015353
HAX54_010753-T1	IPR007736
HAX54_010754-T1	IPR000008
HAX54_010755-T1	IPR000008
HAX54_010756-T1	IPR000008
HAX54_010757-T1	IPR000719
HAX54_010758-T1	IPR001012
HAX54_010758-T1	IPR018997
HAX54_010760-T1	IPR018467
HAX54_010762-T1	IPR001087
HAX54_010763-T1	IPR001372
HAX54_010764-T1	IPR006461
HAX54_010765-T1	IPR005202
HAX54_010768-T1	IPR000209
HAX54_010768-T1	IPR000504
HAX54_010768-T1	IPR041469
HAX54_010769-T1	IPR011598
HAX54_010770-T1	IPR001303
HAX54_010770-T1	IPR017714
HAX54_010770-T1	IPR023943
HAX54_010771-T1	IPR004873
HAX54_010772-T1	IPR024489
HAX54_010773-T1	IPR004873
HAX54_010775-T1	IPR005828
HAX54_010775-T1	IPR020846
HAX54_010776-T1	IPR008580
HAX54_010777-T1	IPR005025
HAX54_010777-T1	IPR008254
HAX54_010777-T1	IPR010089
HAX54_010778-T1	IPR005013
HAX54_010779-T1	IPR002885
HAX54_010780-T1	IPR010625
HAX54_010781-T1	IPR023342
HAX54_010782-T1	IPR000156
HAX54_010783-T1	IPR013657
HAX54_010785-T1	IPR001246
HAX54_010785-T1	IPR013819
HAX54_010786-T1	IPR013819
HAX54_010787-T1	IPR013819
HAX54_010788-T1	IPR013819
HAX54_010789-T1	IPR001024
HAX54_010790-T1	IPR013819
HAX54_010791-T1	IPR001024
HAX54_010791-T1	IPR001246
HAX54_010791-T1	IPR013819
HAX54_010792-T1	IPR013819
HAX54_010793-T1	IPR001246
HAX54_010793-T1	IPR013819
HAX54_010794-T1	IPR013819
HAX54_010795-T1	IPR001024
HAX54_010795-T1	IPR001246
HAX54_010795-T1	IPR013819
HAX54_010796-T1	IPR006133
HAX54_010796-T1	IPR006134
HAX54_010796-T1	IPR006172
HAX54_010796-T1	IPR025687
HAX54_010797-T1	IPR001876
HAX54_010798-T1	IPR006115
