HAX54_000001-T1	PF09405
HAX54_019380-T1	PF00560
HAX54_019380-T1	PF13855
HAX54_019381-T1	PF07714
HAX54_019383-T1	PF00069
HAX54_019383-T1	PF13855
HAX54_019384-T1	PF00069
HAX54_019386-T1	PF03016
HAX54_019386-T1	PF07974
HAX54_019387-T1	PF00069
HAX54_019387-T1	PF00560
HAX54_019387-T1	PF08263
HAX54_019387-T1	PF13855
HAX54_019388-T1	PF00069
HAX54_019388-T1	PF08263
HAX54_019388-T1	PF13855
HAX54_019389-T1	PF08263
HAX54_019389-T1	PF13855
HAX54_019391-T1	PF00069
HAX54_019391-T1	PF00560
HAX54_019392-T1	PF13855
HAX54_019393-T1	PF00069
HAX54_019393-T1	PF08263
HAX54_019393-T1	PF13516
HAX54_019393-T1	PF13855
HAX54_019394-T1	PF00069
HAX54_019394-T1	PF00560
HAX54_019394-T1	PF08263
HAX54_019394-T1	PF13855
HAX54_019395-T1	PF00271
HAX54_019395-T1	PF01485
HAX54_019395-T1	PF04408
HAX54_019395-T1	PF07717
HAX54_019396-T1	PF13639
HAX54_019397-T1	PF00010
HAX54_019400-T1	PF00235
HAX54_019402-T1	PF00365
HAX54_019404-T1	PF00069
HAX54_019406-T1	PF01277
HAX54_019412-T1	PF00005
HAX54_019413-T1	PF03692
HAX54_019415-T1	PF01535
HAX54_019415-T1	PF13041
HAX54_019416-T1	PF00188
HAX54_019417-T1	PF01453
HAX54_019418-T1	PF00225
HAX54_019419-T1	PF01535
HAX54_019419-T1	PF13041
HAX54_019420-T1	PF01535
HAX54_019420-T1	PF13041
HAX54_019421-T1	PF13639
HAX54_019422-T1	PF05347
HAX54_019424-T1	PF00481
HAX54_019426-T1	PF13410
HAX54_019426-T1	PF13417
HAX54_019427-T1	PF00566
HAX54_019429-T1	PF07714
HAX54_019430-T1	PF07714
HAX54_019431-T1	PF06203
HAX54_019432-T1	PF00406
HAX54_019433-T1	PF13911
HAX54_019434-T1	PF04406
HAX54_019435-T1	PF01535
HAX54_019435-T1	PF13041
HAX54_019435-T1	PF13812
HAX54_019436-T1	PF16543
HAX54_019437-T1	PF00573
HAX54_019437-T1	PF14374
HAX54_019438-T1	PF00847
HAX54_019439-T1	PF07714
HAX54_019439-T1	PF12819
HAX54_019440-T1	PF00808
HAX54_019441-T1	PF00082
HAX54_019442-T1	PF00646
HAX54_019443-T1	PF00400
HAX54_019443-T1	PF02138
HAX54_019443-T1	PF14844
HAX54_019443-T1	PF16057
HAX54_019444-T1	PF13385
HAX54_019444-T1	PF15787
HAX54_019447-T1	PF01055
HAX54_019447-T1	PF13802
HAX54_019447-T1	PF17137
HAX54_019449-T1	PF01786
HAX54_019455-T1	PF05158
HAX54_019456-T1	PF00069
HAX54_019456-T1	PF08263
HAX54_019456-T1	PF13855
HAX54_019460-T1	PF01535
HAX54_019460-T1	PF13041
HAX54_019462-T1	PF09340
HAX54_019463-T1	PF01925
HAX54_019464-T1	PF00010
HAX54_019465-T1	PF00085
HAX54_019466-T1	PF05757
HAX54_019467-T1	PF06749
HAX54_019468-T1	PF02679
HAX54_019470-T1	PF00010
HAX54_019472-T1	PF01397
HAX54_019473-T1	PF03936
HAX54_019474-T1	PF00010
HAX54_019475-T1	PF01397
HAX54_019475-T1	PF03936
HAX54_019478-T1	PF03000
HAX54_019480-T1	PF01397
HAX54_019480-T1	PF03936
HAX54_019488-T1	PF01148
HAX54_019489-T1	PF01148
HAX54_019490-T1	PF00203
HAX54_019493-T1	PF00917
HAX54_019494-T1	PF05641
HAX54_019495-T1	PF03552
HAX54_019496-T1	PF05003
HAX54_019496-T1	PF11961
HAX54_019498-T1	PF08797
HAX54_019499-T1	PF05514
HAX54_019500-T1	PF00892
HAX54_019501-T1	PF00847
HAX54_019502-T1	PF00847
HAX54_019503-T1	PF00847
HAX54_019504-T1	PF00083
HAX54_019505-T1	PF00083
HAX54_019506-T1	PF00249
HAX54_019507-T1	PF00190
HAX54_019508-T1	PF00190
HAX54_019509-T1	PF00415
HAX54_019509-T1	PF01363
HAX54_019509-T1	PF08381
HAX54_019509-T1	PF13713
HAX54_019510-T1	PF03141
HAX54_019511-T1	PF00854
HAX54_019516-T1	PF05922
HAX54_019517-T1	PF17766
HAX54_019518-T1	PF00954
HAX54_019518-T1	PF01453
HAX54_019518-T1	PF07714
HAX54_019518-T1	PF08276
HAX54_019519-T1	PF12143
HAX54_019520-T1	PF00264
HAX54_019521-T1	PF00954
HAX54_019521-T1	PF01453
HAX54_019521-T1	PF07714
HAX54_019521-T1	PF08276
HAX54_019521-T1	PF11883
HAX54_019521-T1	PF12398
HAX54_019523-T1	PF00069
HAX54_019523-T1	PF00954
HAX54_019523-T1	PF01453
HAX54_019523-T1	PF08276
HAX54_019525-T1	PF08031
HAX54_019526-T1	PF00069
HAX54_019526-T1	PF00954
HAX54_019526-T1	PF01453
HAX54_019526-T1	PF08276
HAX54_019527-T1	PF00954
HAX54_019527-T1	PF01453
HAX54_019527-T1	PF07714
HAX54_019527-T1	PF08276
HAX54_019528-T1	PF07714
HAX54_019529-T1	PF00069
HAX54_019529-T1	PF00954
HAX54_019529-T1	PF01453
HAX54_019529-T1	PF08276
HAX54_019531-T1	PF00069
HAX54_019531-T1	PF00954
HAX54_019531-T1	PF01453
HAX54_019531-T1	PF08276
HAX54_019532-T1	PF13833
HAX54_019533-T1	PF07714
HAX54_019535-T1	PF04564
HAX54_019539-T1	PF00097
HAX54_019541-T1	PF16275
HAX54_019542-T1	PF04188
HAX54_019543-T1	PF04188
HAX54_019555-T1	PF00515
HAX54_019555-T1	PF13181
HAX54_019555-T1	PF13432
HAX54_019556-T1	PF12697
HAX54_019557-T1	PF12697
HAX54_019560-T1	PF10714
HAX54_019561-T1	PF13640
HAX54_019562-T1	PF06799
HAX54_019563-T1	PF00082
HAX54_019563-T1	PF02225
HAX54_019563-T1	PF05922
HAX54_019563-T1	PF17766
HAX54_019564-T1	PF05631
HAX54_019565-T1	PF04419
HAX54_019565-T1	PF12907
HAX54_019566-T1	PF00069
HAX54_019568-T1	PF02458
HAX54_019569-T1	PF05786
HAX54_019570-T1	PF00067
HAX54_019571-T1	PF01028
HAX54_019571-T1	PF02919
HAX54_019571-T1	PF14370
HAX54_019574-T1	PF09451
HAX54_019575-T1	PF00210
HAX54_019576-T1	PF00328
HAX54_019577-T1	PF01150
HAX54_019579-T1	PF03141
HAX54_019580-T1	PF01190
HAX54_019581-T1	PF00481
HAX54_019584-T1	PF00759
HAX54_019585-T1	PF13839
HAX54_019585-T1	PF14416
HAX54_019586-T1	PF12796
HAX54_019587-T1	PF03031
HAX54_019588-T1	PF00069
HAX54_019589-T1	PF03478
HAX54_019591-T1	PF00316
HAX54_019594-T1	PF00249
HAX54_019596-T1	PF18511
HAX54_019596-T1	PF18791
HAX54_019598-T1	PF00153
HAX54_019599-T1	PF02458
HAX54_019600-T1	PF02458
HAX54_019601-T1	PF01398
HAX54_019601-T1	PF13012
HAX54_019603-T1	PF17067
HAX54_019604-T1	PF00169
HAX54_019606-T1	PF03171
HAX54_019606-T1	PF14226
HAX54_019615-T1	PF00533
HAX54_019615-T1	PF08063
HAX54_019616-T1	PF00644
HAX54_019617-T1	PF09768
HAX54_019618-T1	PF00847
HAX54_019621-T1	PF00076
HAX54_019621-T1	PF00642
HAX54_019623-T1	PF01370
HAX54_019629-T1	PF03514
HAX54_019632-T1	PF02519
HAX54_019638-T1	PF02309
HAX54_019638-T1	PF02362
HAX54_019638-T1	PF06507
HAX54_019641-T1	PF01195
HAX54_019643-T1	PF00931
HAX54_019645-T1	PF00462
HAX54_019646-T1	PF01363
HAX54_019646-T1	PF08416
HAX54_019647-T1	PF00657
HAX54_019648-T1	PF00657
HAX54_019650-T1	PF00657
HAX54_019651-T1	PF00082
HAX54_019651-T1	PF02225
HAX54_019651-T1	PF05922
HAX54_019651-T1	PF17766
HAX54_019653-T1	PF05383
HAX54_019654-T1	PF00201
HAX54_019654-T1	PF05055
HAX54_019655-T1	PF01597
HAX54_019656-T1	PF00141
HAX54_019657-T1	PF01357
HAX54_019657-T1	PF03330
HAX54_019658-T1	PF01918
HAX54_019659-T1	PF13639
HAX54_019660-T1	PF00005
HAX54_019664-T1	PF00378
HAX54_019669-T1	PF13419
HAX54_019670-T1	PF00012
HAX54_019671-T1	PF05910
HAX54_019674-T1	PF06110
HAX54_019675-T1	PF06110
HAX54_019681-T1	PF12678
HAX54_019691-T1	PF00676
HAX54_019692-T1	PF00676
HAX54_019693-T1	PF03719
HAX54_019697-T1	PF00071
HAX54_019699-T1	PF00892
HAX54_019711-T1	PF00891
HAX54_019711-T1	PF04654
HAX54_019712-T1	PF04654
HAX54_019713-T1	PF02362
HAX54_019713-T1	PF06507
HAX54_019714-T1	PF03094
HAX54_019720-T1	PF13920
HAX54_019721-T1	PF00069
HAX54_019721-T1	PF03822
HAX54_019722-T1	PF04607
HAX54_019722-T1	PF13328
HAX54_019722-T1	PF13499
HAX54_019723-T1	PF02518
HAX54_019723-T1	PF10436
HAX54_019724-T1	PF00069
HAX54_019733-T1	PF10230
HAX54_019734-T1	PF10230
HAX54_019735-T1	PF03134
HAX54_019737-T1	PF02319
HAX54_019737-T1	PF16421
HAX54_019739-T1	PF02536
HAX54_019740-T1	PF00578
HAX54_019740-T1	PF10417
HAX54_019741-T1	PF01535
HAX54_019741-T1	PF12854
HAX54_019741-T1	PF13041
HAX54_019744-T1	PF04427
HAX54_019746-T1	PF03168
HAX54_019748-T1	PF00013
HAX54_019748-T1	PF00642
HAX54_019749-T1	PF14736
HAX54_019753-T1	PF00122
HAX54_019753-T1	PF00689
HAX54_019753-T1	PF00690
HAX54_019753-T1	PF00702
HAX54_019754-T1	PF00704
HAX54_019756-T1	PF06203
HAX54_019760-T1	PF03492
HAX54_019761-T1	PF15511
HAX54_019763-T1	PF00704
HAX54_019764-T1	PF00280
HAX54_019768-T1	PF11250
HAX54_019769-T1	PF01535
HAX54_019770-T1	PF08392
HAX54_019770-T1	PF08541
HAX54_019773-T1	PF12796
HAX54_019773-T1	PF13962
HAX54_019774-T1	PF09743
HAX54_019775-T1	PF04153
HAX54_019776-T1	PF12819
HAX54_019784-T1	PF07714
HAX54_019786-T1	PF04367
HAX54_019789-T1	PF00931
HAX54_019789-T1	PF13855
HAX54_019791-T1	PF01883
HAX54_019793-T1	PF04564
HAX54_019808-T1	PF00646
HAX54_019812-T1	PF02705
HAX54_019813-T1	PF02705
HAX54_019819-T1	PF00453
HAX54_019824-T1	PF01764
HAX54_019825-T1	PF14541
HAX54_019825-T1	PF14543
HAX54_019826-T1	PF00201
HAX54_019827-T1	PF14617
HAX54_019828-T1	PF07002
HAX54_019828-T1	PF13920
HAX54_019829-T1	PF00083
HAX54_019830-T1	PF01161
HAX54_019837-T1	PF15264
HAX54_019845-T1	PF03106
HAX54_019847-T1	PF13041
HAX54_019848-T1	PF00847
HAX54_019849-T1	PF05739
HAX54_019849-T1	PF14523
HAX54_019852-T1	PF00591
HAX54_019852-T1	PF02885
HAX54_019853-T1	PF00270
HAX54_019853-T1	PF00271
HAX54_019854-T1	PF06775
HAX54_019855-T1	PF00270
HAX54_019855-T1	PF00271
HAX54_019856-T1	PF04640
HAX54_019858-T1	PF09350
HAX54_019859-T1	PF00201
HAX54_019863-T1	PF00201
HAX54_019864-T1	PF00201
HAX54_019865-T1	PF00201
HAX54_019867-T1	PF00403
HAX54_019868-T1	PF16363
HAX54_019870-T1	PF04483
HAX54_019877-T1	PF00360
HAX54_019877-T1	PF00512
HAX54_019877-T1	PF00989
HAX54_019877-T1	PF01590
HAX54_019877-T1	PF02518
HAX54_019877-T1	PF08446
HAX54_019885-T1	PF00164
HAX54_019885-T1	PF02121
HAX54_019886-T1	PF02701
HAX54_019887-T1	PF01095
HAX54_019887-T1	PF04043
HAX54_019888-T1	PF13516
HAX54_019889-T1	PF07173
HAX54_019890-T1	PF00646
HAX54_019890-T1	PF14299
HAX54_019891-T1	PF00646
HAX54_019891-T1	PF14299
HAX54_019892-T1	PF14299
HAX54_019893-T1	PF01145
HAX54_019894-T1	PF05078
HAX54_019895-T1	PF00847
HAX54_019896-T1	PF06886
HAX54_019896-T1	PF12214
HAX54_019902-T1	PF07714
HAX54_019908-T1	PF12776
HAX54_019910-T1	PF00481
HAX54_019912-T1	PF01582
HAX54_019920-T1	PF03171
HAX54_019920-T1	PF14226
HAX54_019924-T1	PF07690
HAX54_019926-T1	PF00931
HAX54_019926-T1	PF12061
HAX54_019928-T1	PF07714
HAX54_019929-T1	PF07714
HAX54_019931-T1	PF00295
HAX54_019932-T1	PF03999
HAX54_019933-T1	PF07651
HAX54_019934-T1	PF00954
HAX54_019934-T1	PF01453
HAX54_019934-T1	PF07714
HAX54_019934-T1	PF08276
HAX54_019935-T1	PF00096
HAX54_019938-T1	PF04376
HAX54_019938-T1	PF04377
HAX54_019942-T1	PF00425
HAX54_019942-T1	PF04715
HAX54_019944-T1	PF00150
HAX54_019945-T1	PF00069
HAX54_019945-T1	PF13499
HAX54_019946-T1	PF00150
HAX54_019948-T1	PF04185
HAX54_019951-T1	PF00847
HAX54_019952-T1	PF03087
HAX54_019954-T1	PF01535
HAX54_019954-T1	PF12854
HAX54_019954-T1	PF13041
HAX54_019955-T1	PF01448
HAX54_019956-T1	PF00227
HAX54_019957-T1	PF05340
HAX54_019958-T1	PF00109
HAX54_019958-T1	PF02801
HAX54_019962-T1	PF14226
HAX54_019966-T1	PF00010
HAX54_019969-T1	PF04414
HAX54_019973-T1	PF00675
HAX54_019973-T1	PF05193
HAX54_019974-T1	PF05193
HAX54_019978-T1	PF16913
HAX54_019979-T1	PF04246
HAX54_019979-T1	PF16913
HAX54_019980-T1	PF16913
HAX54_019981-T1	PF01554
HAX54_019982-T1	PF01554
HAX54_019983-T1	PF01554
HAX54_019984-T1	PF07651
HAX54_019985-T1	PF13639
HAX54_019986-T1	PF00010
HAX54_019987-T1	PF04852
HAX54_019988-T1	PF12222
HAX54_019989-T1	PF00155
HAX54_019996-T1	PF01237
HAX54_020005-T1	PF00005
HAX54_020012-T1	PF13476
HAX54_020014-T1	PF00687
HAX54_020015-T1	PF00082
HAX54_020015-T1	PF05922
HAX54_020015-T1	PF17766
HAX54_020016-T1	PF11891
HAX54_020017-T1	PF00082
HAX54_020017-T1	PF05922
HAX54_020017-T1	PF17766
HAX54_020019-T1	PF00929
HAX54_020020-T1	PF00916
HAX54_020020-T1	PF01740
HAX54_020023-T1	PF00314
HAX54_020025-T1	PF02096
HAX54_020027-T1	PF12706
HAX54_020031-T1	PF03763
HAX54_020032-T1	PF00251
HAX54_020032-T1	PF08244
HAX54_020035-T1	PF00462
HAX54_020036-T1	PF13202
HAX54_020036-T1	PF13499
HAX54_020037-T1	PF00400
HAX54_020041-T1	PF07819
HAX54_020042-T1	PF01209
HAX54_020043-T1	PF02390
HAX54_020045-T1	PF06219
HAX54_020046-T1	PF03291
HAX54_020048-T1	PF08033
HAX54_020049-T1	PF04811
HAX54_020050-T1	PF00722
HAX54_020050-T1	PF06955
HAX54_020051-T1	PF01813
HAX54_020052-T1	PF01813
HAX54_020053-T1	PF13360
HAX54_020053-T1	PF13570
HAX54_020054-T1	PF00501
HAX54_020057-T1	PF05701
HAX54_020058-T1	PF00564
HAX54_020059-T1	PF01569
HAX54_020062-T1	PF01535
HAX54_020062-T1	PF13041
HAX54_020062-T1	PF17177
HAX54_020067-T1	PF12931
HAX54_020067-T1	PF12932
HAX54_020070-T1	PF13912
HAX54_020071-T1	PF04190
HAX54_020072-T1	PF13912
HAX54_020073-T1	PF00892
HAX54_020074-T1	PF01535
HAX54_020074-T1	PF12854
HAX54_020074-T1	PF13041
HAX54_020076-T1	PF00413
HAX54_020076-T1	PF01471
HAX54_020078-T1	PF10250
HAX54_020079-T1	PF05641
HAX54_020080-T1	PF04784
HAX54_020080-T1	PF14389
HAX54_020081-T1	PF02893
HAX54_020082-T1	PF00230
HAX54_020083-T1	PF05703
HAX54_020083-T1	PF08458
HAX54_020084-T1	PF00551
HAX54_020085-T1	PF00498
HAX54_020086-T1	PF01408
HAX54_020086-T1	PF02894
HAX54_020087-T1	PF03016
HAX54_020089-T1	PF14724
HAX54_020090-T1	PF00069
HAX54_020092-T1	PF00069
HAX54_020093-T1	PF01762
HAX54_020093-T1	PF13334
HAX54_020099-T1	PF06830
HAX54_020102-T1	PF03372
HAX54_020103-T1	PF12146
HAX54_020105-T1	PF00149
HAX54_020106-T1	PF05542
HAX54_020107-T1	PF04722
HAX54_020108-T1	PF00503
HAX54_020109-T1	PF05529
HAX54_020110-T1	PF03107
HAX54_020111-T1	PF00831
HAX54_020112-T1	PF00027
HAX54_020112-T1	PF00520
HAX54_020112-T1	PF12796
HAX54_020112-T1	PF13857
HAX54_020113-T1	PF00069
HAX54_020115-T1	PF01180
HAX54_020116-T1	PF01015
HAX54_020117-T1	PF03083
HAX54_020118-T1	PF02705
HAX54_020121-T1	PF14009
HAX54_020122-T1	PF04535
HAX54_020123-T1	PF01535
HAX54_020123-T1	PF13041
HAX54_020123-T1	PF14432
HAX54_020124-T1	PF01716
HAX54_020125-T1	PF03168
HAX54_020126-T1	PF00628
HAX54_020126-T1	PF16135
HAX54_020127-T1	PF01111
HAX54_020128-T1	PF04504
HAX54_020130-T1	PF00355
HAX54_020130-T1	PF08417
HAX54_020131-T1	PF00125
HAX54_020133-T1	PF01281
HAX54_020133-T1	PF03948
HAX54_020134-T1	PF00067
HAX54_020135-T1	PF04674
HAX54_020137-T1	PF05922
HAX54_020141-T1	PF00931
HAX54_020142-T1	PF00931
HAX54_020150-T1	PF00125
HAX54_020155-T1	PF04526
HAX54_020157-T1	PF13839
HAX54_020159-T1	PF05695
HAX54_020160-T1	PF09496
HAX54_020162-T1	PF09412
HAX54_020163-T1	PF00169
HAX54_020163-T1	PF06101
HAX54_020163-T1	PF16910
HAX54_020164-T1	PF12624
HAX54_020164-T1	PF16908
HAX54_020164-T1	PF16910
HAX54_020170-T1	PF00067
HAX54_020172-T1	PF00311
HAX54_020173-T1	PF03901
HAX54_020174-T1	PF00275
HAX54_020175-T1	PF00275
HAX54_020177-T1	PF00056
HAX54_020177-T1	PF02866
HAX54_020179-T1	PF00439
HAX54_020179-T1	PF17035
HAX54_020182-T1	PF03634
HAX54_020186-T1	PF13499
HAX54_020189-T1	PF03171
HAX54_020190-T1	PF03171
HAX54_020190-T1	PF14226
HAX54_020191-T1	PF00182
HAX54_020191-T1	PF00187
HAX54_020192-T1	PF00182
HAX54_020192-T1	PF00187
HAX54_020193-T1	PF03634
HAX54_020197-T1	PF03134
HAX54_020199-T1	PF00415
HAX54_020199-T1	PF01363
HAX54_020200-T1	PF00307
HAX54_020200-T1	PF03271
HAX54_020201-T1	PF04003
HAX54_020207-T1	PF02705
HAX54_020209-T1	PF00481
HAX54_020210-T1	PF00043
HAX54_020210-T1	PF02798
HAX54_020211-T1	PF00043
HAX54_020211-T1	PF02798
HAX54_020212-T1	PF00043
HAX54_020212-T1	PF02798
HAX54_020213-T1	PF00043
HAX54_020213-T1	PF02798
HAX54_020214-T1	PF00043
HAX54_020214-T1	PF02798
HAX54_020215-T1	PF03759
HAX54_020221-T1	PF08577
HAX54_020221-T1	PF11566
HAX54_020223-T1	PF01248
HAX54_020227-T1	PF00854
HAX54_020228-T1	PF05920
HAX54_020228-T1	PF07526
HAX54_020229-T1	PF13516
HAX54_020229-T1	PF18511
HAX54_020230-T1	PF00153
HAX54_020233-T1	PF00804
HAX54_020233-T1	PF05739
HAX54_020237-T1	PF00281
HAX54_020237-T1	PF00673
HAX54_020238-T1	PF01535
HAX54_020238-T1	PF13041
HAX54_020239-T1	PF01535
HAX54_020239-T1	PF13041
HAX54_020241-T1	PF03959
HAX54_020242-T1	PF00069
HAX54_020242-T1	PF13947
HAX54_020242-T1	PF14380
HAX54_020243-T1	PF01985
HAX54_020244-T1	PF04116
HAX54_020246-T1	PF00083
HAX54_020248-T1	PF01195
HAX54_020250-T1	PF14309
HAX54_020255-T1	PF00010
HAX54_020265-T1	PF00999
HAX54_020272-T1	PF07534
HAX54_020274-T1	PF10536
HAX54_020275-T1	PF13537
HAX54_020276-T1	PF00733
HAX54_020277-T1	PF03062
HAX54_020282-T1	PF02630
HAX54_020283-T1	PF00515
HAX54_020286-T1	PF14817
HAX54_020287-T1	PF14817
HAX54_020288-T1	PF01190
HAX54_020290-T1	PF00235
HAX54_020293-T1	PF03665
HAX54_020294-T1	PF03665
HAX54_020297-T1	PF00069
HAX54_020298-T1	PF03641
HAX54_020299-T1	PF00759
HAX54_020300-T1	PF00590
HAX54_020303-T1	PF11317
HAX54_020304-T1	PF03134
HAX54_020305-T1	PF02319
HAX54_020305-T1	PF16421
HAX54_020306-T1	PF04189
HAX54_020310-T1	PF00349
HAX54_020310-T1	PF03727
HAX54_020311-T1	PF00083
HAX54_020315-T1	PF12146
HAX54_020319-T1	PF02362
HAX54_020319-T1	PF08628
HAX54_020320-T1	PF08628
HAX54_020322-T1	PF02194
HAX54_020331-T1	PF03171
HAX54_020333-T1	PF03171
HAX54_020335-T1	PF08263
HAX54_020335-T1	PF13855
HAX54_020336-T1	PF00069
HAX54_020337-T1	PF16113
HAX54_020340-T1	PF12697
HAX54_020347-T1	PF00561
HAX54_020348-T1	PF00225
HAX54_020349-T1	PF01118
HAX54_020349-T1	PF02774
HAX54_020352-T1	PF03004
HAX54_020360-T1	PF05910
HAX54_020366-T1	PF00403
HAX54_020370-T1	PF03106
HAX54_020371-T1	PF00071
HAX54_020372-T1	PF07343
HAX54_020374-T1	PF01263
HAX54_020375-T1	PF16036
HAX54_020400-T1	PF11443
HAX54_020402-T1	PF00067
HAX54_020403-T1	PF00201
HAX54_020403-T1	PF03033
HAX54_020404-T1	PF03033
HAX54_020409-T1	PF00704
HAX54_020410-T1	PF14159
HAX54_020411-T1	PF11341
HAX54_020412-T1	PF00005
HAX54_020413-T1	PF01762
HAX54_020413-T1	PF13334
HAX54_020417-T1	PF01593
HAX54_020420-T1	PF00931
HAX54_020422-T1	PF13639
HAX54_020432-T1	PF03254
HAX54_020433-T1	PF03254
HAX54_020437-T1	PF03009
HAX54_020440-T1	PF00125
HAX54_020440-T1	PF16211
HAX54_020441-T1	PF00248
HAX54_020442-T1	PF00248
HAX54_020443-T1	PF00248
HAX54_020446-T1	PF00026
HAX54_020446-T1	PF03489
HAX54_020446-T1	PF05184
HAX54_020447-T1	PF01105
HAX54_020448-T1	PF12481
HAX54_020449-T1	PF08423
HAX54_020452-T1	PF00847
HAX54_020457-T1	PF03092
HAX54_020458-T1	PF14541
HAX54_020458-T1	PF14543
HAX54_020462-T1	PF06699
HAX54_020464-T1	PF00226
HAX54_020466-T1	PF01535
HAX54_020466-T1	PF13041
HAX54_020466-T1	PF13812
HAX54_020467-T1	PF02298
HAX54_020468-T1	PF00069
HAX54_020469-T1	PF00005
HAX54_020469-T1	PF00664
HAX54_020471-T1	PF01149
HAX54_020471-T1	PF06831
HAX54_020473-T1	PF00370
HAX54_020473-T1	PF02782
HAX54_020476-T1	PF04116
HAX54_020486-T1	PF05183
HAX54_020488-T1	PF02517
HAX54_020492-T1	PF13456
HAX54_020493-T1	PF16913
HAX54_020494-T1	PF16913
HAX54_020495-T1	PF16913
HAX54_020496-T1	PF16913
HAX54_020498-T1	PF00134
HAX54_020499-T1	PF00069
HAX54_020499-T1	PF01657
HAX54_020502-T1	PF00646
HAX54_020503-T1	PF00004
HAX54_020503-T1	PF17862
HAX54_020504-T1	PF12937
HAX54_020505-T1	PF02453
HAX54_020508-T1	PF02892
HAX54_020518-T1	PF05920
HAX54_020518-T1	PF07526
HAX54_020520-T1	PF11707
HAX54_020521-T1	PF07714
HAX54_020521-T1	PF12854
HAX54_020521-T1	PF13041
HAX54_020523-T1	PF01501
HAX54_020524-T1	PF03171
HAX54_020526-T1	PF03171
HAX54_020526-T1	PF14226
HAX54_020528-T1	PF00850
HAX54_020529-T1	PF08392
HAX54_020529-T1	PF08541
HAX54_020530-T1	PF02263
HAX54_020530-T1	PF02841
HAX54_020531-T1	PF02309
HAX54_020532-T1	PF07123
HAX54_020533-T1	PF08241
HAX54_020534-T1	PF00538
HAX54_020535-T1	PF00013
HAX54_020536-T1	PF01535
HAX54_020536-T1	PF13041
HAX54_020537-T1	PF01535
HAX54_020537-T1	PF10609
HAX54_020538-T1	PF03248
HAX54_020547-T1	PF14802
HAX54_020549-T1	PF03133
HAX54_020560-T1	PF00125
HAX54_020563-T1	PF00125
HAX54_020572-T1	PF01248
HAX54_020573-T1	PF09835
HAX54_020574-T1	PF13639
HAX54_020579-T1	PF01277
HAX54_020580-T1	PF01088
HAX54_020582-T1	PF01764
HAX54_020583-T1	PF10250
HAX54_020588-T1	PF05553
HAX54_020591-T1	PF00107
HAX54_020591-T1	PF08240
HAX54_020592-T1	PF00270
HAX54_020592-T1	PF00271
HAX54_020594-T1	PF08263
HAX54_020594-T1	PF13855
HAX54_020595-T1	PF12796
HAX54_020597-T1	PF05695
HAX54_020605-T1	PF07714
HAX54_020606-T1	PF07714
HAX54_020616-T1	PF08241
HAX54_020616-T1	PF08498
HAX54_020618-T1	PF06592
HAX54_020619-T1	PF01428
HAX54_020620-T1	PF00067
HAX54_020621-T1	PF00005
HAX54_020621-T1	PF01061
HAX54_020622-T1	PF00188
HAX54_020623-T1	PF07714
HAX54_020625-T1	PF02362
HAX54_020626-T1	PF02362
HAX54_020628-T1	PF00004
HAX54_020628-T1	PF16450
HAX54_020628-T1	PF17862
HAX54_020629-T1	PF03878
HAX54_020632-T1	PF12552
HAX54_020632-T1	PF14309
HAX54_020632-T1	PF14383
HAX54_020634-T1	PF02427
HAX54_020635-T1	PF00462
HAX54_020637-T1	PF00743
HAX54_020642-T1	PF01764
HAX54_020643-T1	PF00782
HAX54_020643-T1	PF16561
HAX54_020644-T1	PF00534
HAX54_020648-T1	PF03171
HAX54_020648-T1	PF14226
HAX54_020649-T1	PF03936
HAX54_020651-T1	PF00125
HAX54_020652-T1	PF00201
HAX54_020654-T1	PF07719
HAX54_020654-T1	PF13432
HAX54_020661-T1	PF01370
HAX54_020665-T1	PF15630
HAX54_020667-T1	PF13499
HAX54_020669-T1	PF03000
HAX54_020670-T1	PF01486
HAX54_020672-T1	PF06075
HAX54_020673-T1	PF00010
HAX54_020676-T1	PF07498
HAX54_020681-T1	PF06963
HAX54_020683-T1	PF14538
HAX54_020686-T1	PF00202
HAX54_020687-T1	PF04640
HAX54_020688-T1	PF00085
HAX54_020689-T1	PF00122
HAX54_020689-T1	PF00403
HAX54_020689-T1	PF00702
HAX54_020690-T1	PF00443
HAX54_020691-T1	PF05678
HAX54_020692-T1	PF01990
HAX54_020693-T1	PF00307
HAX54_020694-T1	PF01883
HAX54_020695-T1	PF02527
HAX54_020696-T1	PF00400
HAX54_020697-T1	PF05089
HAX54_020697-T1	PF12971
HAX54_020698-T1	PF05089
HAX54_020698-T1	PF12972
HAX54_020699-T1	PF00171
HAX54_020700-T1	PF00171
HAX54_020701-T1	PF00132
HAX54_020701-T1	PF00483
HAX54_020703-T1	PF01243
HAX54_020703-T1	PF03853
HAX54_020703-T1	PF10590
HAX54_020704-T1	PF01243
HAX54_020704-T1	PF03853
HAX54_020704-T1	PF10590
HAX54_020705-T1	PF02319
HAX54_020706-T1	PF02365
HAX54_020707-T1	PF05183
HAX54_020709-T1	PF14622
HAX54_020710-T1	PF00027
HAX54_020710-T1	PF00520
HAX54_020711-T1	PF02365
HAX54_020712-T1	PF02365
HAX54_020713-T1	PF00171
HAX54_020714-T1	PF04564
HAX54_020715-T1	PF05160
HAX54_020717-T1	PF13639
HAX54_020718-T1	PF07491
HAX54_020721-T1	PF14223
HAX54_020722-T1	PF00005
HAX54_020722-T1	PF01061
